        Step,        Time,           U,           T,           H
      874000,8739.99980465,-34.79198829, 12.20899138,-22.58299691
      875000,8749.99980442,-34.29646441, 11.74097803,-22.55548638
      876000,8759.99980420,-33.62526407, 11.05924280,-22.56602127
      877000,8769.99980398,-35.46915837, 12.90338326,-22.56577511
      878000,8779.99980375,-35.51985169, 12.95815060,-22.56170109
      879000,8789.99980353,-35.63995003, 13.08043338,-22.55951665
      880000,8799.99980330,-31.73547140,  9.19555615,-22.53991525
      881000,8809.99980308,-36.16136981, 13.59851681,-22.56285300
      882000,8819.99980286,-37.95994811, 15.41322684,-22.54672127
      883000,8829.99980263,-36.92559034, 14.37302582,-22.55256453
      884000,8839.99980241,-39.15598194, 16.60776690,-22.54821504
      885000,8849.99980219,-33.84078821, 11.28141966,-22.55936855
      886000,8859.99980196,-38.74375873, 16.20449808,-22.53926065
      887000,8869.99980174,-37.60872545, 15.08008273,-22.52864272
      888000,8879.99980152,-39.37052222, 16.81863972,-22.55188251
      889000,8889.99980129,-38.14411261, 15.59983548,-22.54427713
      890000,8899.99980107,-37.79539402, 15.25616704,-22.53922698
      891000,8909.99980085,-33.74301795, 11.21611345,-22.52690449
      892000,8919.99980062,-32.57449276, 10.02840559,-22.54608717
      893000,8929.99980040,-35.76557865, 13.22816297,-22.53741568
      894000,8939.99980018,-31.24715370,  8.70853771,-22.53861599
      895000,8949.99979995,-34.57537272, 12.02882540,-22.54654732
      896000,8959.99979973,-36.08354083, 13.52607033,-22.55747051
      897000,8969.99979950,-36.40579304, 13.85670697,-22.54908607
      898000,8979.99979928,-37.07487214, 14.55065853,-22.52421361
      899000,8989.99979906,-35.17060020, 12.61251062,-22.55808959
      900000,8999.99979883,-35.38815483, 12.82931051,-22.55884432
      901000,9009.99979861,-36.19684425, 13.64087984,-22.55596441
      902000,9019.99979839,-33.68417667, 11.13599494,-22.54818173
      903000,9029.99979816,-34.69458095, 12.11324133,-22.58133963
      904000,9039.99979794,-36.61787826, 14.04639739,-22.57148086
      905000,9049.99979772,-38.49498283, 15.91966929,-22.57531354
      906000,9059.99979749,-36.94921543, 14.37282606,-22.57638938
      907000,9069.99979727,-34.67081925, 12.09851617,-22.57230308
      908000,9079.99979705,-35.45652235, 12.87315756,-22.58336479
      909000,9089.99979682,-35.44188667, 12.87573171,-22.56615496
      910000,9099.99979660,-37.63851684, 15.05662057,-22.58189627
      911000,9109.99979638,-36.93878145, 14.35538158,-22.58339987
      912000,9119.99979615,-35.35961826, 12.77642583,-22.58319243
      913000,9129.99979593,-37.59004179, 15.00133318,-22.58870860
      914000,9139.99979571,-35.31951046, 12.74907009,-22.57044037
      915000,9149.99979548,-39.63297968, 17.05676530,-22.57621439
      916000,9159.99979526,-35.36392974, 12.78693542,-22.57699432
      917000,9169.99979503,-35.64642348, 13.06028024,-22.58614324
      918000,9179.99979481,-32.31588862,  9.74270824,-22.57318038
      919000,9189.99979459,-36.34485348, 13.75019211,-22.59466137
      920000,9199.99979436,-39.79606443, 17.19902030,-22.59704413
      921000,9209.99979414,-32.42917702,  9.84459290,-22.58458411
      922000,9219.99979392,-35.63485404, 13.05110946,-22.58374458
      923000,9229.99979369,-34.96917018, 12.38226469,-22.58690549
      924000,9239.99979347,-34.41183457, 11.80836013,-22.60347443
      925000,9249.99979325,-34.21110050, 11.62121717,-22.58988333
      926000,9259.99979302,-34.64752099, 12.06893899,-22.57858200
      927000,9269.99979280,-35.63572965, 13.05173492,-22.58399474
      928000,9279.99979258,-38.11873186, 15.52715055,-22.59158131
      929000,9289.99979235,-38.00075702, 15.38787541,-22.61288162
      930000,9299.99979213,-34.84148167, 12.24276924,-22.59871242
      931000,9309.99979191,-37.59612806, 14.98971922,-22.60640884
      932000,9319.99979168,-34.93991525, 12.35368649,-22.58622876
      933000,9329.99979146,-37.13462221, 14.55124630,-22.58337591
      934000,9339.99979123,-36.03848937, 13.43406238,-22.60442699
      935000,9349.99979101,-36.24063898, 13.64783632,-22.59280266
      936000,9359.99979079,-33.19086084, 10.59840662,-22.59245422
      937000,9369.99979056,-34.94247159, 12.36087830,-22.58159329
      938000,9379.99979034,-38.77004903, 16.17829703,-22.59175200
      939000,9389.99979012,-35.09848653, 12.52876800,-22.56971853
      940000,9399.99978989,-38.16891209, 15.57826719,-22.59064490
      941000,9409.99978967,-37.06276640, 14.48185813,-22.58090827
      942000,9419.99978945,-33.07521553, 10.51266555,-22.56254998
      943000,9429.99978922,-35.70625036, 13.12507083,-22.58117954
      944000,9439.99978900,-38.80787706, 16.21046626,-22.59741080
      945000,9449.99978878,-34.80704329, 12.21378531,-22.59325798
      946000,9459.99978855,-37.78552430, 15.18451157,-22.60101274
      947000,9469.99978833,-37.83723396, 15.25132521,-22.58590875
      948000,9479.99978811,-37.21231982, 14.62868354,-22.58363628
      949000,9489.99978788,-34.95670442, 12.36894796,-22.58775646
      950000,9499.99978766,-39.40491534, 16.80811421,-22.59680113
      951000,9509.99978743,-34.23323189, 11.65675460,-22.57647729
      952000,9519.99978721,-35.89452602, 13.30686635,-22.58765967
      953000,9529.99978699,-37.72900731, 15.14284068,-22.58616664
      954000,9539.99978676,-32.57846786, 10.00780751,-22.57066035
      955000,9549.99978654,-33.25714873, 10.70631493,-22.55083380
      956000,9559.99978632,-39.66497274, 17.10399821,-22.56097452
      957000,9569.99978609,-33.36159693, 10.81525968,-22.54633726
      958000,9579.99978587,-38.09395559, 15.54766796,-22.54628763
      959000,9589.99978565,-34.00715402, 11.46585684,-22.54129719
      960000,9599.99978542,-38.57949416, 16.03313264,-22.54636151
      961000,9609.99978520,-34.10721128, 11.55379256,-22.55341872
      962000,9619.99978498,-31.87163256,  9.32679808,-22.54483448
      963000,9629.99978475,-34.44180540, 11.90820698,-22.53359842
      964000,9639.99978453,-32.29114854,  9.73670593,-22.55444261
      965000,9649.99978431,-36.01581581, 13.47071118,-22.54510463
      966000,9659.99978408,-38.55130246, 16.01694912,-22.53435333
      967000,9669.99978386,-36.11671076, 13.57241497,-22.54429579
      968000,9679.99978364,-40.00750306, 17.44546700,-22.56203606
      969000,9689.99978341,-34.17823215, 11.65779498,-22.52043717
      970000,9699.99978319,-40.32312044, 17.77596347,-22.54715697
      971000,9709.99978296,-36.76003058, 14.21620824,-22.54382234
      972000,9719.99978274,-35.83704354, 13.30522517,-22.53181837
      973000,9729.99978252,-38.79215916, 16.25269754,-22.53946162
      974000,9739.99978229,-37.71003053, 15.16610730,-22.54392323
      975000,9749.99978207,-37.54751924, 15.01061959,-22.53689965
      976000,9759.99978185,-35.40378784, 12.86111045,-22.54267739
      977000,9769.99978162,-33.76142133, 11.23057517,-22.53084617
      978000,9779.99978140,-34.86954889, 12.31473508,-22.55481381
      979000,9789.99978118,-37.53935784, 14.99306392,-22.54629393
      980000,9799.99978095,-34.03891740, 11.50526263,-22.53365478
      981000,9809.99978073,-38.19374848, 15.65401395,-22.53973453
      982000,9819.99978051,-37.46988972, 14.92770114,-22.54218858
      983000,9829.99978028,-36.45568952, 13.90829891,-22.54739061
      984000,9839.99978006,-34.08614461, 11.56931352,-22.51683109
      985000,9849.99977984,-33.37826601, 10.83199436,-22.54627165
      986000,9859.99977961,-32.73809534, 10.21357261,-22.52452273
      987000,9869.99977939,-35.47036539, 12.91975224,-22.55061315
      988000,9879.99977916,-35.80812499, 13.26394753,-22.54417746
      989000,9889.99977894,-34.30713459, 11.78083780,-22.52629679
      990000,9899.99977872,-35.79518246, 13.25538432,-22.53979814
      991000,9909.99977849,-35.04102703, 12.49219038,-22.54883665
      992000,9919.99977827,-37.12892658, 14.57377298,-22.55515360
      993000,9929.99977805,-36.92824843, 14.36207737,-22.56617106
      994000,9939.99977782,-36.31434363, 13.75523689,-22.55910674
      995000,9949.99977760,-34.90850639, 12.34067577,-22.56783062
      996000,9959.99977738,-39.97112107, 17.39438765,-22.57673343
      997000,9969.99977715,-36.20370382, 13.63047117,-22.57323265
      998000,9979.99977693,-34.04030381, 11.47440604,-22.56589777
      999000,9989.99977671,-37.33316506, 14.78152852,-22.55163655
